local_id,name,longitude,latitude,type,region,uuid
,COLLINA (FORNIAVOLTRI),12.839077233241525,46.58555366552222,METEO,FVG,4926536e-24ed-465d-8f2a-b2be63ce84f7
,COLLOREDO,13.139536123028448,46.0572344068676,METEO,FVG,3a34ed10-f28f-4742-87b3-199f7d948f0a
,COLLOREDO M.A.,13.145905030253006,46.16691510479764,METEO,FVG,2f888c9e-d9ea-4102-9313-5cf856c3072d
,COMEGLIANS,12.864454281600755,46.50572663939256,METEO,FVG,9d9d374a-56d4-4857-9088-e0e534c80aa6
,CORDENONS,12.700466940938906,46.009250973369426,METEO,FVG,ec7aa0fb-5daa-475b-a634-3b7109c8d829
,CORITIS,13.392165114130691,46.347925993627946,METEO,FVG,e7830da0-57d5-4130-a9cd-3fd3a5685c88
,CORITIS,13.395161701731004,46.34767111245683,METEO,FVG,b8df371f-6101-41da-849c-3e28be594ec4
,CORMONS,13.453524708395056,45.97670160822887,METEO,FVG,7c6519e4-085d-42a8-85db-7719a24417e8
,DOBERDO',13.547264890765966,45.84300700572953,METEO,FVG,000a6577-7a00-4eeb-a626-1990f4010b3d
,ENEMONZO,12.862505946038862,46.41042771478192,METEO,FVG,ca600291-9fb0-43d5-aa33-123ed4c1fecb
,ERTO E CASSO,12.370622752696335,46.277759281457236,METEO,FVG,f6742635-c4bf-464a-af7a-6d7057f21049
,FAEDIS,13.352288150196564,46.1345542256367,METEO,FVG,c1cbd88c-6996-4d56-ad45-d369e3bdf8c5
,FAGAGNA,13.0981430587262,46.11436124907211,METEO,FVG,9029f93e-d867-4bbd-a048-525bc4850e4d
,FAGAGNA,13.073852852552564,46.10172305415504,METEO,FVG,84f62a13-56c7-464c-857e-5f80f27f2399
,FARRA D'ISONZO,13.534304265378701,45.90837378184047,METEO,FVG,d81bcbec-a7ca-45d8-9b38-41dfe8891d37
,FIUMICELLO SAN LORENZO,13.404815734622884,45.76612258438746,METEO,FVG,6640fd1e-c384-4540-b1a6-0a69ddab5fb5
,FORCATE,12.588572774809862,45.99846491695061,METEO,FVG,655c599d-496b-44a9-bf73-9e7dfeabcd83
,FORCELLA SAVALONS,12.485976147177633,46.34917035872292,METEO,FVG,56430965-b3b0-4048-85af-1d997c19e6e3
,FORNI AVOLTRI,12.773723379381615,46.58674768681173,METEO,FVG,6b70154d-9619-4aec-b333-ba72cd3d918e
,FORNI DI SOPRA,12.587618046175237,46.404785098589464,METEO,FVG,503a6904-773f-43ea-83fd-c18302f99ff1
,FORNI DI SOPRA,12.59365483014399,46.40980832214764,METEO,FVG,301d1c82-6776-4c7b-8f65-e81897ef31a9
,FORNI DI SOTTO,12.714730822324558,46.39282671251754,METEO,FVG,e1f9bf0d-9961-4a60-ba4f-c4a22cc59014
,FOSSALON DI GRADO,13.458840623484448,45.71479551402625,METEO,FVG,62e45725-5548-49ca-ac6f-3bf80526697b
,FUSINE,13.672170675448331,46.49140280380295,METEO,FVG,2850ca2b-36cd-41ed-940f-37c73a7994e6
,FUSINE ALPE DEL LAGO,13.662023309904487,46.466832752180736,METEO,FVG,4c34cff8-fb3a-4457-86da-c790adf572cd
,FUSINE VALICO,13.686835234322642,46.49604492310465,METEO,FVG,7d17499c-9348-4cfd-84ee-a1a16072aa5d
,GEMONA,13.12205355256006,46.261313982271496,METEO,FVG,36d0b50c-bf90-4ecc-82f0-d20a6117ffc8
,GEMONA DEL FRIULI,13.141132672804313,46.278824831308015,METEO,FVG,535d1e24-c209-4bcc-a098-d9a6e6280c22
,GORGO,13.02187425741372,45.736261791032696,METEO,FVG,d2bdfe3d-995e-4bef-a66b-6c922a2654a4
,GORIZIA AEREOPORTO,13.595456289087432,45.910420101874664,METEO,FVG,7ab4e130-c706-4d9a-afa8-1e84a0026795
,GRADISCA D'IS.,13.481780706747578,45.88982191997598,METEO,FVG,1397623a-5741-489f-b43a-179343075701
,GRADO - MARE,13.396520098726423,45.671399996451406,METEO,FVG,4aba9735-1898-40e2-ad76-ed90fae3e5c4
,GRADO BOA METEO,13.360036881483168,45.60927126151277,METEO,FVG,19df28b0-2b34-491f-bc92-2619d2ec790e
,GRADO MAREA,13.383393113671811,45.68319494652117,METEO,FVG,8acc0b33-1a84-4701-9fb6-38d47343602d
,GRADO METEO,13.373252865881009,45.68038672598256,METEO,FVG,e298c01d-2340-4347-9991-0bfdd1ebaa6b
,GRAN MONTE,13.350790388198272,46.29070951677141,METEO,FVG,868ddc11-2de8-490b-a769-cf9d917bd153
,GRIONS,12.981714924165372,46.047597948849074,METEO,FVG,222b65b6-5635-4b38-8508-4b7790eb6f45
,ISONZO BOA METEO,13.546800439773401,45.67071995392392,METEO,FVG,70e71aba-bea6-4e9a-9f12-e472e60d2e7f
,LA BAITA METEO,13.51263350526238,45.94686733374235,METEO,FVG,494cec39-fdc0-49c6-b059-4d0d7c3399f2
,LATISANA TAGL.1,12.996925877915821,45.77289179454267,METEO,FVG,09132574-41c1-412c-9c3e-9828be150c43
,LAUZACCO,13.272502215468194,45.98207291191185,METEO,FVG,a2ebb027-3621-4169-aeec-ae809be7f6c9
,LESTIZZA,13.135320375229258,45.95122276847615,METEO,FVG,d8c79029-e4c2-4640-bef9-0fe97c7e6401
,LIGNANO,13.147045840127719,45.70194446454409,METEO,FVG,f5cf8850-24e4-4421-ac29-2d504c7dcbbd
,LIGNANO BOA,13.167082622287976,45.619838374744475,METEO,FVG,cc1ce043-894d-4d49-b604-a92b0cb1d057
,LIGNANO SABBIADORO,13.12109932086241,45.68656121647234,METEO,FVG,f5ecd30f-48ea-497c-b1de-fbc870e67e39
,LIVINAL LUNC,13.469695872219514,46.37508055213689,METEO,FVG,a8360ab5-15ec-4ab3-b59d-dd7d2c288d68
,MAGNANO IN RIVIERA,13.161286250647759,46.228508014773276,METEO,FVG,836db830-5a47-40eb-a18d-c65e5952966d
,MALBORGHETTO F.FELLA,13.441740484877188,46.50789760199721,METEO,FVG,0151c59f-1987-4d1a-857f-33bfa3886002
,MALGA ACOMIZZA,13.515395068881068,46.54816048269036,METEO,FVG,2a50bd8c-d1c0-4118-83e5-7e2e0d6aa31a
,MALGA CJAMPIUZ,12.678957081221565,46.35121007320398,METEO,FVG,ee513a29-9bad-44a3-9b7c-9f495a9896c2
,MALGA CJARIGUART,13.187704179003354,46.36023871656866,METEO,FVG,37a405fe-8872-410b-a41c-eea3bfb72b46
,MALGA PLOTTA,12.899735189331894,46.59433362536137,METEO,FVG,e10b2283-627d-4378-997d-f7f0a8c13a3a
,MALGA REST,12.798508880722752,46.34821170126647,METEO,FVG,1fab8218-64d1-4d96-9d15-e282e0630227
,MALGA VALINE,12.67609540801361,46.23592440815575,METEO,FVG,c534a54b-1f99-4987-940d-7edc4d869f37
,MALGHE MERSINO - MATAJUR,13.52427973794762,46.21228908797975,METEO,FVG,ca1c4fe1-a4f3-4a34-ab65-4bce4fcc93fa
,MANIAGO,12.718663078976391,46.17395227464031,METEO,FVG,e604fe4c-3d34-4b02-8ee8-2f50a0240193
,MANZANO,13.390767083817245,45.991639369770226,METEO,FVG,c41f560e-f619-4a02-b002-998a974a890c
,MEDUNO,12.773164185065154,46.21793126533316,METEO,FVG,e2d77d0d-6617-46db-8aad-0f463284d08e
,MOGGIO UDINESE,13.185068783053477,46.400146960487014,METEO,FVG,6b923585-bfda-4985-bba5-48173d60f24a
,MONFALCONE MARE,13.548800877074342,45.781444752261685,METEO,FVG,02d19fc4-37f9-4258-8e79-4e925cf4f04c
,MONFALCONE MARINA NOVA,13.536514799478393,45.78050493441726,METEO,FVG,b4f19cd1-ff88-4855-93e8-69ae5f6c152b
,MONFALCONE PLUVIO,13.511466818001516,45.796544311939805,METEO,FVG,c23aac60-e177-4266-919c-a4693f50a789
,MONTE LUSSARI,13.52041421610192,46.48248406104113,METEO,FVG,9149f90c-1f9a-4906-a016-754877d6167d
,MONTE MATAJUR,13.5290661881351,46.21170279845224,METEO,FVG,5561c313-9ea3-40d3-9467-5de53130eddb
,MONTE PRAT,12.993136295653198,46.24112266700502,METEO,FVG,5d295fb5-b62c-4558-99a3-2270d7621aca
,MONTE SAN SIMEONE,13.10610272231336,46.34384997998451,METEO,FVG,79324f97-5852-461c-89e3-b6fd0193ab0d
,MONTE ZONCOLAN,12.926219871322528,46.50236392388339,METEO,FVG,9476571d-8ce2-462f-8a3e-e124084c8468
,MONTEMAGGIORE,13.532881812755504,46.19450789229546,METEO,FVG,1002932b-ea76-48cb-a8ca-ed470a87553b
,MUGGIA,13.775733528894053,45.600686143525635,METEO,FVG,97cd7bc2-5677-4340-8302-e77cb6784f02
,MUGGIA,13.752640028654875,45.61053518137971,METEO,FVG,d6aad0fd-36c6-4334-ac5f-657ef27228e0
,MURE,12.805102550371167,45.84035412383708,METEO,FVG,6fbbf08c-011c-4033-adb9-662e84df24c8
,MUSI,13.27254177483779,46.30728337087465,METEO,FVG,12820ab1-09e5-4e28-b318-7bce4e8895f0
,MUSI,13.274644821643577,46.31267905965876,METEO,FVG,6899e3d7-0620-439e-ae4c-3b880162d343
,ORZANO,13.35798565390688,46.061752956480326,METEO,FVG,3598244c-752f-470f-9326-e69c7402536e
,OSOPPO,13.071372543099114,46.23645788660507,METEO,FVG,dff24373-3f6e-4d99-9bc3-a1fb2a472fd4
,PALA BARZANA,12.65906602945937,46.195976117659825,METEO,FVG,4efe2bf4-cd77-44cd-a2e0-26d4de83e35c
,PALA D'ALTEI,12.597698628452685,46.157306286964435,METEO,FVG,1f7652af-36d1-4954-be8e-c7027f0b681c
,PALAZZOLO D.S.,13.052593087593904,45.805734935364505,METEO,FVG,f827564d-aff8-4ee3-923a-48a663089997
,PALMANOVA,13.333210764672465,45.91092676299816,METEO,FVG,17ba3eca-be84-4264-88ee-944f1643860c
,PALUZZA,13.018202386237208,46.53118337106516,METEO,FVG,3c324e7a-72a3-4971-a3a6-4c7d6abcb5a3
,PALUZZA,13.012003034321978,46.52811486744557,METEO,FVG,c269d1ef-519e-4202-aa31-e9385badcf1e
,PANTIANICCO,13.039277770269557,46.01421925490802,METEO,FVG,25b38660-3dcc-41cc-92f2-680645f92d79
,PASSO PRAMOLLO,13.275110956792787,46.55973650647233,METEO,FVG,870fae97-a5a7-4dad-a0bd-1d47de0a1302
,PASSO PREDIL,13.573708973164779,46.41879616068458,METEO,FVG,728d0ac9-bc22-4809-a166-3f5a44fca7d2
,PAULARO,13.120965688425311,46.526411746555816,METEO,FVG,1ed0c937-f400-43a1-866c-bf4130c6f978
,PAVIA DI UDINE,13.29648018037889,45.99205434702978,METEO,FVG,dbbf8cd5-7981-4893-a550-303a94fd949f
,PESARIIS,12.775150189959277,46.52188789885459,METEO,FVG,b1969d04-95dc-4672-b006-39cdda03095a
,PIANCAVALLO,12.521713854012829,46.113435724058796,METEO,FVG,1b272011-d8cd-4304-a565-0086b5356cdd
,PIANCAVALLO,12.524363998989356,46.11494224310167,METEO,FVG,54f1376c-c63a-4194-9c44-a8c548a6f77d
,PIETRATAGLIATA,13.300423720145043,46.48193637364605,METEO,FVG,a4f4b247-9361-4650-a246-390bc6dca587
,PLATISCHIS,13.380010236080896,46.24285190472173,METEO,FVG,419b0338-04b9-42a2-ba32-a553c30447f6
,POCENIA METEO,13.113304423752146,45.833368801432606,METEO,FVG,6047e607-4f9e-48d1-9596-158c9b88cfa3
,PONTE DELIZIA,12.903358125222544,45.96494929691714,METEO,FVG,c2d315f1-8a31-4fa7-af1e-f17142596f6b
,PONTE SAMBO,13.329316364922045,46.26682688458726,METEO,FVG,4e2abe90-4bcb-44a6-bb0c-6efd7b8c37de
,PONTEBBA,13.302442106770524,46.50959511684007,METEO,FVG,208820dc-ef63-4198-8060-c314eec45b76
,PONTEBBA T.P.,13.307478424197376,46.50607895017067,METEO,FVG,59c0d4bd-0b55-4f17-a083-26af67a11076
,PORCIA,12.614170548406094,45.92180528790579,METEO,FVG,655a9b2d-d34e-41d2-8c55-4b27ed45c0c7
,PORDENONE,12.681232835394521,45.95364434233504,METEO,FVG,def9122b-bc0e-4628-9102-6f8fc315d836
,PORDENONE METEO,12.649664698755036,45.95865135286754,METEO,FVG,6444c89c-5a6d-477c-961b-92a2c78a6fce
,POVOLETTO,13.3091068690793,46.122934219580436,METEO,FVG,95a85caf-4884-4c62-84f4-93468bf73561
,PRADAMANO,13.303004886533854,46.04427210074716,METEO,FVG,a9182d70-23a5-4c9b-adcb-21cd3d4e2f18
,PRAMOLLO,13.303383113534942,46.53002908595608,METEO,FVG,1f25e388-694d-4424-81ae-c8f2fb26087c
,PRAMOSIO,13.029314745269465,46.587307821172494,METEO,FVG,c372661a-440e-446c-9cfa-5d008af5e22c
,PRATO CARNICO,12.80557012548677,46.51891199958404,METEO,FVG,42bd3f7d-04d6-4c41-a2b7-06f89c5f9aea
,PRATO CARNICO AGAZZO,12.811251098206538,46.519965877081276,METEO,FVG,3803b38a-8a74-43ef-8035-8216de1ed54e
,PREPOTTO,13.489983130711934,46.04821941031073,METEO,FVG,f8bcbed7-6921-4e6c-8154-76ed4e32e433
,PRESCUDIN,12.488984372766453,46.19285035696187,METEO,FVG,4832efc9-bcb1-43cf-9e4c-72f7347429c4
,PROSECCO,13.756677517116636,45.703980149002014,METEO,FVG,34178d25-7eec-441b-a5fc-932e466878d9
,PULFERO,13.483260983908414,46.17321404257875,METEO,FVG,d9dd2bea-a3e8-497e-bdcf-02a837d1ba82
,RAVASCLETTO,12.917381604930652,46.51946463434515,METEO,FVG,0a27001f-136d-40ac-b970-fe423246bcc3
,RAVEDIS INVASO,12.656515798025378,46.171830326614,METEO,FVG,20e5bc1f-0488-4fc6-8cdd-42023d635a7a
,REDONA-TRAMONTI INVASO,12.750031974766383,46.24112135101341,METEO,FVG,12a53005-9eef-4c4f-b064-f98ac7849752
,RESIA,13.295636156080466,46.37611871288695,METEO,FVG,c072ae56-38c7-4474-8454-c9adb81c696f
,RESIUTTA,13.221469734258239,46.38885743813789,METEO,FVG,beeb7961-9851-470a-a39d-9b36910631e2
,REST,12.802530402528417,46.351961070685505,METEO,FVG,d4ab17e7-ce5d-4589-9e8c-fcf55345b466
,RIFUGIO MANIAGO,12.393661118867051,46.32071373758957,METEO,FVG,7b2ea3e3-99bc-4924-b461-b2bcf669657e
,RIFUGIO MARINELLI,12.894998626042112,46.59460650593613,METEO,FVG,055081e4-4d88-4c88-9314-7d607c47154e
,RIFUGIO PORDENONE,12.489276418683138,46.37868193713214,METEO,FVG,c114926f-b261-4f64-a108-2b7ff4eba348
,RIFUGIO PUSSA,12.590943031440853,46.34522151485867,METEO,FVG,c9df0865-2296-4387-b5f8-fced1bb5688a
,RIVOLTO,13.020823732770088,45.95358945938717,METEO,FVG,342f4f1b-e53c-4a2c-a2bf-d5ef92f892d5
,RUDA,13.404113487056424,45.832177088084826,METEO,FVG,4d08938e-962d-4b03-8be3-057d22b66e41
,S.ANDRAT DEL CORMOR,13.16186492087277,45.91445423648994,METEO,FVG,00d9ef3d-6d5e-43f2-9ca8-1871352b995e
,S.FRANCESCO T.P.,12.93632858014731,46.31250679502826,METEO,FVG,46294f68-4abf-4414-bd1c-7717bcb12357
,S.VITO AL TAGLIAMENTO,12.869375732027818,45.92556445654682,METEO,FVG,7a83cf93-377e-4eee-8adb-8a96e0d246db
,S.VOLFANGO,13.642473686131089,46.164920317814925,METEO,FVG,ba514228-7290-4956-a19b-61b1e99af993
,SACILE,12.502057832911385,45.95088288623789,METEO,FVG,88fe250c-4c92-4dad-a8d3-68c2f0d9f7a7
,SALETTO,13.375306275795882,46.402802095306484,METEO,FVG,d685527f-9fc8-4366-8bfe-8d9a84457851
,SAN DANIELE DEL FRIULI,13.013940040137463,46.1570383681999,METEO,FVG,b922b89f-cc78-4cee-8676-6d9c6ff16279
,SAN MAURO DEL FRIULI,13.026357580421228,46.146975377641446,METEO,FVG,23fe690a-80c7-4edb-9d46-49eab40dc90b
,SAN PELAGIO,13.686753531875967,45.76550905846004,METEO,FVG,6ae089eb-3709-4da3-bece-98fd35e0169f
,SAN PIETRO AL NATISONE,13.48675558301109,46.11428290638023,METEO,FVG,a0a693c1-c3a9-429b-a9c7-7f527c3f6c86
,SAN SIMEONE METEO,13.105014538858942,46.34375094435386,METEO,FVG,c274b1f7-bab2-4508-bb81-a94964f3f1d0
,SAN VITO AL TGL.,12.814962170053915,45.8956807338266,METEO,FVG,b58d75f9-b9e8-47b2-bb80-f5034a1d888c
,SAURIS DI SOPRA,12.681970401490261,46.46727975101891,METEO,FVG,3651d7d4-0ce0-4a73-8652-7e540ba2f970
,SELLA CHIANZUTAN,12.940261562953436,46.358918290249974,METEO,FVG,a1380d60-9468-4dfa-b36b-8b11e4968895
,SELLA DI SOMPDOGNA,13.448501571498003,46.4622176951998,METEO,FVG,93e15f96-2813-4ba1-ae58-38ffc65b78a6
,SGONICO,13.742013724068778,45.73804012109235,METEO,FVG,3e9d2b07-2d76-4780-941d-779bea6c8528
,SPILIMBERGO,12.882503848347012,46.10859694177067,METEO,FVG,5609842e-32b2-4eb7-ae79-e78f7d037b79
,SQUARZARE,12.617668878617186,45.84398718170944,METEO,FVG,942275f2-c9d0-4cae-a277-270e1c7843e1
,STADIO BIATHLON PIANI DI LUZZA,12.746553875710422,46.5705020428183,METEO,FVG,e5d24cc8-fc92-4676-b3eb-dd2b3403145e
,SUBIT DI ATTIMIS,13.351767036142324,46.20489114944104,METEO,FVG,dbd2e90c-34cd-494a-b9c6-6e9703fb882a
,TALMASSONS,13.155746581428637,45.8823409104362,METEO,FVG,26f13740-2476-4b70-bb58-bdef7087e25d
,TARCENTO,13.223644963630605,46.216993368688065,METEO,FVG,3011fa61-3b4f-4e23-a42b-d3a9e589a0ad
,TARVISIO,13.593863083564726,46.504370866172444,METEO,FVG,5408378c-d688-4c83-90a5-0cb005680a39
,TARVISIO,13.55184243723009,46.51078501606553,METEO,FVG,d46540be-8cba-4a41-84b4-5d2d23ac2c51
,TIMAU,13.006846095516321,46.576370894905686,METEO,FVG,b1856af1-85a2-45f0-ab6b-39ac4b3a1ce2
,TOLMEZZO,13.005821770678438,46.39943726972623,METEO,FVG,88503e5c-de0b-46b5-8292-2e2f68902336
,TOLMEZZO METEO,13.02184411662855,46.421855156213894,METEO,FVG,ae7a54aa-26c1-4d15-81a7-b5097f42ff17
,TOLMEZZO PONTE CANEVA,13.005129303260812,46.40986495282201,METEO,FVG,9ac93287-b0ca-4dfa-938d-18b28c011951
,TORVISCOSA,13.275537992969568,45.818850478215786,METEO,FVG,4fa8b96b-45be-4529-abc6-5569651f297b
,TRAMONTI DI SOTTO,12.793088652493557,46.2981843398312,METEO,FVG,ea3232e4-7e0a-48d4-a3f5-721c3044aac8
,TRIBIL INFERIORE,13.585329818753376,46.11926288925642,METEO,FVG,54062a3b-6096-4bdc-9ee4-80ccd337a3ab
,TRICESIMO,13.214036381674825,46.15144015433533,METEO,FVG,0f290b69-5bd0-487c-be19-ccae3b9c654e
,TRIESTE CATTINARA,13.833123075301156,45.63547207380125,METEO,FVG,9e3b608a-ad0b-4312-995b-8f3f8ff23fcc
,TRIESTE M.BANDIERA,13.752199575866946,45.65003490753351,METEO,FVG,d386858b-29b3-47a5-88d9-68e8d2e14e63
,TRIESTE METEO ISTITUTO NAUTICO,13.764513351989363,45.64741454725852,METEO,FVG,19cc9322-0acb-4ca4-8d2d-1b2535121b69
,UCCEA,13.400313191277707,46.30651515722587,METEO,FVG,361ce870-e80b-4910-8c23-32961d35475b
,UDINE,13.236532774578096,46.06497397268357,METEO,FVG,4b78b7c6-f88b-496f-a610-0245b6a3a23a
,UDINE S.O.,13.226663017229825,46.03523737696397,METEO,FVG,a1e187de-e96b-4a94-b2ae-fe3b45958a43
,VACILE,12.887763503980814,46.14431714394234,METEO,FVG,e0d856f6-475a-4911-81fb-7eaedd9d9764
,VAL DEI SASS,12.491998719214516,46.11462320274856,METEO,FVG,88c221d9-4b3a-4c5d-a4dd-34b1b2c9df11
,VAL SUGHET,12.505792964243494,46.11809336070039,METEO,FVG,1fae30be-0140-4417-81fb-290c8ce9f2ca
,VAL UGOVIZZA,13.474850630415194,46.54318115725579,METEO,FVG,1e6431cf-e88b-4c90-89ac-eda077086baa
,VARMOST M.TE SIMONE,12.560144765390534,46.45483528530755,METEO,FVG,552afa0f-671c-45f6-8f89-c3435b8b55d6
,VILLA SANTINA T.DEGANO,12.90664744262701,46.41125368076912,METEO,FVG,676ba24f-a086-43b6-bc90-061ace0eec58
,VILLOTTA DI CHIONS,12.757546735121338,45.85506425111985,METEO,FVG,dc5bdbc7-7ebb-4693-8a54-25b97eadc78d
,VIVARO,12.768774406955945,46.07654232337435,METEO,FVG,8219897e-5c97-4b45-bd64-56e5aae7f3d7
,ZAVATTINA T.CORMOR,13.159880547984306,45.83363368673776,METEO,FVG,938300a9-139b-47d2-8907-ccd09333eb23
,ZEGLIANUTTO,13.153362086363597,46.19605211446721,METEO,FVG,c2f69375-11ae-442c-bcba-07d335e33806
,ZOMPITTA METEO,13.254882365182041,46.1714394786439,METEO,FVG,d7f2941e-5410-4508-a35f-aff8e9bb68c7
,ZONCOLAN-TAMAI,12.931520210764225,46.501442985391456,METEO,FVG,3f28612c-9adb-468e-9aea-ab6d15b07fa0
,ZUIANO,12.712997803910449,45.87406308907666,METEO,FVG,a88a40d2-a3f8-4cbb-802d-67ba56a74fa2
,A2A Vermegliano,13.50112,45.83643,AIRQUALITY,FVG,066a86ae-b486-4619-a71c-0f555f1e1fad
,A2A Papariano,13.42329,45.79948,AIRQUALITY,FVG,f45192d1-49b4-4a00-a31c-b55659503bd0
,S.Giovanni al Natisone,13.3934,45.97331,AIRQUALITY,FVG,94e08329-e910-4a3b-ac9c-f28b921790e6
,Osoppo,13.06689,46.22101,AIRQUALITY,FVG,2a6ffb23-7884-450b-8cb2-dc5ff0d8eb95
,Gorizia,13.61633,45.93701,AIRQUALITY,FVG,c9e5cb5c-b104-4a02-8168-a76db2e72922
,Sacile,12.50187,45.95089,AIRQUALITY,FVG,792d4f9b-1b3a-4868-bbe4-a3835c0298c8
,Malisana,13.26213,45.81078,AIRQUALITY,FVG,c5745554-bb42-4040-a3a9-d18bd99fb2b9
,Pordenone Centro 1,12.65594,45.96262,AIRQUALITY,FVG,572922cf-ee2c-4092-8139-26ebc85be4f3
,Porcia,12.61871,45.95767,AIRQUALITY,FVG,2b30844c-1473-4465-ac08-53b98d5e2d8b
,Brugnera,12.53631,45.89865,AIRQUALITY,FVG,d5646e3c-69df-423c-9b36-7a2ac70b5556
,Morsano,12.9259,45.85693,AIRQUALITY,FVG,5341779f-254b-46e3-8aaf-34c18e8b525f
,A2A Fossalon,13.48636,45.73162,AIRQUALITY,FVG,9210913c-9fa0-4281-af78-a6eec1e3e0de
,S.Osvaldo,13.2253,46.0351,AIRQUALITY,FVG,00052082-9a4f-4a27-90d2-5e110213c854
,piazza Carlo Alberto,13.75605,45.64232,AIRQUALITY,FVG,59bad2a1-92b3-42a4-a512-09b1c7b4d52a
,Via Carpineto,13.78746,45.62319,AIRQUALITY,FVG,04e1aa71-73e7-4685-80c5-bb0220df722a
,Via del Ponticello,13.78376,45.62062,AIRQUALITY,FVG,7e65b051-ff88-4dbd-8732-157192f2b29b
,via Pitacco-ARPA,13.78026,45.62421,AIRQUALITY,FVG,a1c38c39-01f7-4afb-87e4-8cda4b976044
,Via S.Daniele,13.22964,46.07162,AIRQUALITY,FVG,b118006b-9112-4ff7-ad5f-19f79506d5af
,piazza Volontari Giuliani,13.78895,45.65439,AIRQUALITY,FVG,8d5928dc-68ed-404f-b83a-d97334b4f015
,p.le Rosmini,13.76608,45.64049,AIRQUALITY,FVG,4d735a84-e001-46ad-a536-283bff29e3bc
,Basovizza,13.85497,45.64731,AIRQUALITY,FVG,958f650e-372b-4b7b-a4f8-6c228bbc3d4f
,V.Cairoli,13.24069,46.06612,AIRQUALITY,FVG,dd077796-ee11-4f4b-b17e-e9a17147c75a
,Ugovizza,13.47473,46.51007,AIRQUALITY,FVG,983f818e-234b-4c7b-b7bf-8dc0e525041b
,Castions,13.30197,45.84208,AIRQUALITY,FVG,888b1ae7-5efe-469b-a50c-376a9e554f30
,Edison Torviscosa,13.2714,45.82199,AIRQUALITY,FVG,18c5f951-263d-4154-9944-e371b826b288
,A2A Via Natisone,13.52205,45.80518,AIRQUALITY,FVG,613db226-4323-4bd2-961c-2e120bc9bbf4
,A2A Doberdo',13.54308,45.84299,AIRQUALITY,FVG,05c07705-14e2-45cc-93fa-a455adbabfc0
,Tolmezzo,13.01098,46.40187,AIRQUALITY,FVG,8c6c1458-72ea-452e-8c42-47ab3d694be2
,Area verde,13.5445,45.80296,AIRQUALITY,FVG,18c03d6b-beaf-4b72-aa2f-dd204a4bab2e
52,Grosio Diga Fusino,10.245970197827939,46.327055775545546,METEO,L,dac16f19-a3f6-4126-af73-c841cd638d66
687,Ferno v.Di Dio,8.756970445453431,45.61924377994763,METEO,L,fda0d7de-575b-4432-885d-e20acd1d5d90
706,Lecco v.Sora,9.399950344681852,45.86374884127965,METEO,L,c164e7c2-407e-4915-bc00-7a91fa0725a7
1264,Sondrio v.Paribelli,9.879209924469903,46.167852440665115,METEO,L,3f9e9d42-dc41-455c-8c1c-dfa808982246
1266,Bertonico v.Moro,9.666250375296032,45.23349364130374,METEO,L,c16bf693-19cb-4244-ab26-c60b736b721d
554,Saronno v.Santuario,9.04006309067821,45.626218960836006,METEO,L,19cedd15-7dc1-4cc5-b54e-70e8574da724
1273,Val Masino Bagni,9.596430583118106,46.24345094940859,METEO,L,bf36aab7-ae04-4c09-a3c4-6fbbaa206596
1274,Perledo P.zza della stazione,9.286409208680807,46.01582830438376,METEO,L,e3826174-e0da-4f59-a666-d9f80111374f
1898,Valganna Mondonico,8.810666295513172,45.914919843129915,METEO,L,f1762fe8-0254-40ad-8a38-d0e6e1d3d271
35,Caspoggio Piazzo Cavalli,9.87088061448165,46.24987071642867,METEO,L,c7bfc516-b254-4984-ac69-df2c732461db
6,Bormio Ponte sul  Frodolfo,10.372742774828684,46.46511042549073,METEO,L,5228ed63-e953-4944-9bff-4a1d148f771e
822,Valtorta,9.538885913106554,45.9736050452045,METEO,L,2e724da0-a34c-432c-8b35-370f3f1a7dac
912,Foppolo,9.756104062898737,46.04248712086998,METEO,L,9254aa25-9ba9-4131-a5c7-1fab96a83122
1205,Molteno Cimitero,9.30709688159315,45.78301246418984,METEO,L,31256e9d-720b-4aaf-8c50-acf89b3e6019
1224,Cortenova,9.380396323644733,46.00746283105623,METEO,L,94064011-1ce9-4671-a06b-aaf4332a076d
826,Gavardo SP 116,10.44108604357676,45.59235602705005,METEO,L,3a19e964-ee68-4235-b035-03cca13ce15d
1200,Porlezza via Porto Letizia,9.115867206032997,46.03628011582886,METEO,L,00045abd-c5bc-4d0f-a0b4-9d9f4e6cbd8a
1225,Premana Diga di Pagnona,9.406194660858826,46.05395062506561,METEO,L,e838cf4c-bdd8-40c3-babb-98f4c7624337
896,Collio S.Colombano,10.375271860298373,45.811105655978054,METEO,L,e64b938d-69d9-4807-816c-6a818d609d52
875,Bagolino Valle Dorizzo,10.446939834207004,45.877770447155235,METEO,L,0e3b1c82-a837-4e45-a7e7-def6f2a844de
123,Cavenago d'Adda,9.562659972530115,45.269273960528615,METEO,L,fc875a62-e966-4c65-a873-5a21ed9af74e
824,Clusone Campo Sportivo,9.94664890837357,45.88638608740617,METEO,L,9db3d8f3-81d8-4e74-9258-c700af58e5eb
143,Livigno Passo Foscagno,10.20748854795916,46.49442378267979,METEO,L,fe8e7867-0844-4557-a71c-e387b1c91552
1230,San Giacomo Filippo Lago Truzzo,9.319988190479972,46.36053123729497,METEO,L,1fe539c7-f56e-4bda-bd95-33139990b655
